Year,Gender,Age,DayOfWeek,Hour,Location,Severity
2019,Male,45,Tuesday,2,Edineț,Without fatalities
2019,Male,51,Wednesday,9,Comrat,Without fatalities
2022,Female,25,Monday,11,Chișinău,Without fatalities
2021,Female,35,Friday,3,Orhei,Without fatalities
2019,Male,62,Sunday,22,Chișinău,Without fatalities
2018,Female,29,Tuesday,19,Ungheni,Without fatalities
2023,Male,41,Wednesday,6,Ungheni,With fatalities
2022,Male,18,Friday,19,Edineț,With fatalities
2024,Male,18,Wednesday,18,Orhei,Without fatalities
2021,Male,42,Wednesday,7,Comrat,Without fatalities
2024,Female,58,Saturday,2,Comrat,Without fatalities
2021,Male,19,Saturday,14,Comrat,Without fatalities
2021,Male,41,Sunday,7,Bălți,Without fatalities
2018,Female,34,Tuesday,17,Orhei,Without fatalities
2017,Male,54,Saturday,13,Edineț,Without fatalities
2024,Female,21,Friday,18,Edineț,Without fatalities
2024,Male,46,Saturday,3,Ungheni,Without fatalities
2022,Male,30,Sunday,2,Comrat,Without fatalities
2019,Male,43,Sunday,21,Hîncești,Without fatalities
2024,Male,41,Monday,8,Edineț,Without fatalities
2023,Female,36,Monday,9,Bălți,Without fatalities
2017,Male,47,Monday,7,Edineț,Without fatalities
2019,Female,40,Sunday,19,Cahul,Without fatalities
2014,Female,38,Wednesday,1,Ungheni,With fatalities
2022,Female,34,Thursday,0,Cahul,Without fatalities
2021,Male,41,Tuesday,3,Edineț,Without fatalities
2017,Female,43,Monday,15,Ungheni,Without fatalities
2020,Female,25,Tuesday,4,Chișinău,Without fatalities
2024,Female,34,Saturday,17,Hîncești,Without fatalities
2022,Male,24,Wednesday,13,Hîncești,With fatalities
2024,Male,39,Tuesday,12,Chișinău,Without fatalities
2023,Female,31,Monday,15,Edineț,Without fatalities
2024,Female,51,Monday,14,Bălți,Without fatalities
2015,Male,50,Sunday,18,Comrat,Without fatalities
2019,Female,26,Wednesday,3,Chișinău,Without fatalities
2020,Female,39,Wednesday,18,Orhei,With fatalities
2022,Female,49,Friday,23,Edineț,Without fatalities
2022,Male,37,Wednesday,12,Orhei,Without fatalities
2018,Female,29,Thursday,10,Hîncești,Without fatalities
2018,Female,23,Thursday,17,Chișinău,Without fatalities
2021,Male,52,Monday,10,Hîncești,Without fatalities
2019,Female,53,Saturday,21,Cahul,Without fatalities
2024,Male,36,Wednesday,0,Bălți,With fatalities
2024,Male,51,Thursday,14,Edineț,Without fatalities
2016,Male,18,Sunday,23,Soroca,With fatalities
2023,Female,59,Thursday,9,Chișinău,Without fatalities
2018,Female,37,Sunday,21,Chișinău,Without fatalities
2023,Female,42,Friday,3,Bălți,Without fatalities
2023,Female,35,Saturday,5,Comrat,Without fatalities
2015,Female,60,Sunday,1,Bălți,Without fatalities
2023,Female,24,Saturday,16,Hîncești,Without fatalities
2024,Female,62,Wednesday,11,Orhei,Without fatalities
2018,Female,45,Friday,21,Ungheni,Without fatalities
2016,Male,49,Saturday,23,Ungheni,Without fatalities
2022,Female,35,Saturday,4,Cahul,Without fatalities
2021,Female,20,Sunday,23,Hîncești,Without fatalities
2024,Male,53,Tuesday,18,Bălți,Without fatalities
2021,Female,44,Friday,5,Hîncești,Without fatalities
2020,Male,60,Saturday,16,Cahul,Without fatalities
2023,Female,37,Tuesday,18,Ungheni,Without fatalities
2016,Female,33,Tuesday,19,Hîncești,Without fatalities
2015,Male,60,Saturday,20,Cahul,Without fatalities
2021,Male,68,Sunday,2,Orhei,Without fatalities
2016,Female,40,Wednesday,7,Soroca,Without fatalities
2024,Male,28,Tuesday,4,Orhei,Without fatalities
2022,Female,52,Tuesday,22,Soroca,Without fatalities
2023,Female,36,Friday,4,Cahul,Without fatalities
2018,Female,48,Wednesday,23,Bălți,Without fatalities
2021,Female,36,Sunday,16,Hîncești,Without fatalities
2017,Female,63,Wednesday,18,Ungheni,Without fatalities
2018,Female,29,Tuesday,18,Orhei,Without fatalities
2022,Male,47,Sunday,9,Hîncești,Without fatalities
2019,Male,32,Friday,2,Soroca,Without fatalities
2024,Male,35,Friday,21,Comrat,Without fatalities
2024,Female,33,Friday,12,Soroca,Without fatalities
2014,Male,51,Friday,15,Hîncești,Without fatalities
2023,Female,53,Monday,11,Bălți,Without fatalities
2016,Male,48,Sunday,21,Cahul,Without fatalities
2022,Female,38,Saturday,20,Soroca,Without fatalities
2018,Female,42,Tuesday,16,Bălți,Without fatalities
2024,Female,53,Tuesday,1,Orhei,Without fatalities
2024,Female,53,Tuesday,15,Cahul,Without fatalities
2022,Female,18,Wednesday,10,Soroca,Without fatalities
2017,Male,35,Sunday,0,Soroca,Without fatalities
2023,Female,36,Wednesday,11,Edineț,Without fatalities
2021,Male,50,Friday,5,Hîncești,Without fatalities
2022,Female,38,Saturday,18,Ungheni,Without fatalities
2023,Female,50,Sunday,4,Chișinău,Without fatalities
2020,Female,23,Wednesday,21,Soroca,Without fatalities
2014,Male,43,Thursday,20,Ungheni,Without fatalities
2020,Female,53,Sunday,2,Soroca,With fatalities
2020,Male,18,Tuesday,17,Hîncești,Without fatalities
2020,Female,77,Tuesday,17,Edineț,Without fatalities
2023,Male,57,Monday,11,Edineț,With fatalities
2020,Male,40,Monday,17,Edineț,Without fatalities
2020,Male,27,Thursday,9,Chișinău,Without fatalities
2015,Female,37,Monday,3,Comrat,Without fatalities
2023,Female,41,Saturday,19,Ungheni,Without fatalities
2018,Male,46,Friday,18,Orhei,Without fatalities
2018,Female,62,Friday,23,Ungheni,Without fatalities
2022,Female,32,Sunday,3,Soroca,Without fatalities
2024,Female,48,Tuesday,23,Soroca,Without fatalities
2020,Male,20,Friday,10,Chișinău,Without fatalities
2019,Male,33,Monday,2,Orhei,Without fatalities
2015,Female,45,Thursday,14,Edineț,Without fatalities
2023,Male,50,Saturday,15,Soroca,Without fatalities
2019,Female,28,Friday,11,Orhei,Without fatalities
2023,Female,33,Tuesday,17,Soroca,Without fatalities
2019,Male,61,Tuesday,23,Chișinău,Without fatalities
2014,Male,57,Saturday,5,Soroca,Without fatalities
2021,Female,43,Monday,14,Bălți,With fatalities
2024,Female,18,Friday,1,Ungheni,With fatalities
2018,Female,77,Monday,22,Bălți,Without fatalities
2017,Male,39,Tuesday,11,Edineț,Without fatalities
2018,Male,35,Thursday,9,Comrat,Without fatalities
2023,Female,32,Friday,22,Hîncești,Without fatalities
2020,Female,45,Sunday,3,Ungheni,Without fatalities
2019,Male,45,Thursday,7,Soroca,With fatalities
2020,Female,54,Saturday,14,Hîncești,Without fatalities
2019,Male,26,Friday,18,Hîncești,Without fatalities
2022,Male,35,Tuesday,15,Bălți,With fatalities
2017,Female,70,Friday,12,Chișinău,Without fatalities
2021,Female,43,Tuesday,14,Cahul,Without fatalities
2019,Male,37,Wednesday,13,Chișinău,Without fatalities
2024,Female,25,Tuesday,14,Orhei,Without fatalities
2021,Male,47,Tuesday,11,Edineț,With fatalities
2016,Male,55,Saturday,10,Ungheni,Without fatalities
2024,Male,53,Friday,20,Ungheni,Without fatalities
2024,Female,36,Thursday,2,Chișinău,Without fatalities
2017,Female,45,Tuesday,13,Hîncești,With fatalities
2023,Female,65,Friday,1,Edineț,Without fatalities
2024,Male,56,Tuesday,17,Cahul,Without fatalities
2020,Male,28,Monday,2,Cahul,Without fatalities
2017,Male,18,Monday,8,Ungheni,With fatalities
2023,Male,44,Monday,10,Ungheni,Without fatalities
2014,Female,51,Monday,2,Bălți,Without fatalities
2022,Female,23,Thursday,4,Ungheni,Without fatalities
2020,Female,39,Saturday,8,Bălți,Without fatalities
2022,Male,36,Tuesday,9,Comrat,Without fatalities
2023,Male,41,Monday,5,Soroca,Without fatalities
2023,Female,31,Friday,5,Comrat,Without fatalities
2024,Male,59,Monday,10,Orhei,Without fatalities
2022,Female,42,Wednesday,16,Bălți,Without fatalities
2018,Male,26,Wednesday,1,Bălți,With fatalities
2019,Male,53,Saturday,8,Chișinău,Without fatalities
2021,Male,21,Thursday,23,Chișinău,Without fatalities
2023,Male,59,Sunday,17,Soroca,Without fatalities
2020,Male,54,Wednesday,4,Soroca,Without fatalities
2022,Female,60,Friday,20,Comrat,Without fatalities
2015,Female,37,Monday,5,Chișinău,Without fatalities
2021,Female,32,Wednesday,3,Soroca,With fatalities
2017,Male,41,Wednesday,8,Bălți,Without fatalities
2024,Female,38,Thursday,4,Chișinău,With fatalities
2023,Female,30,Wednesday,3,Comrat,Without fatalities
2017,Male,31,Monday,8,Cahul,Without fatalities
2020,Male,34,Saturday,17,Hîncești,Without fatalities
2016,Female,22,Sunday,10,Soroca,Without fatalities
2023,Female,50,Saturday,15,Soroca,With fatalities
2018,Female,39,Saturday,1,Soroca,With fatalities
2023,Female,35,Sunday,15,Hîncești,Without fatalities
2016,Female,23,Tuesday,18,Chișinău,Without fatalities
2022,Male,22,Monday,9,Soroca,Without fatalities
2022,Female,69,Wednesday,3,Orhei,Without fatalities
2020,Female,30,Wednesday,11,Hîncești,Without fatalities
2017,Female,49,Sunday,8,Cahul,Without fatalities
2019,Female,42,Wednesday,12,Chișinău,Without fatalities
2021,Female,18,Thursday,4,Edineț,Without fatalities
2024,Female,66,Friday,1,Hîncești,Without fatalities
2021,Male,50,Monday,2,Orhei,Without fatalities
2018,Male,28,Saturday,7,Soroca,With fatalities
2014,Male,39,Wednesday,5,Edineț,Without fatalities
2014,Female,22,Sunday,4,Orhei,Without fatalities
2020,Female,67,Tuesday,3,Orhei,Without fatalities
2019,Male,26,Thursday,19,Hîncești,Without fatalities
2016,Female,32,Friday,15,Hîncești,With fatalities
2017,Female,29,Wednesday,7,Chișinău,With fatalities
2020,Female,41,Saturday,11,Bălți,Without fatalities
2022,Male,60,Monday,21,Chișinău,Without fatalities
2022,Male,66,Tuesday,4,Bălți,Without fatalities
2016,Male,34,Saturday,4,Cahul,Without fatalities
2017,Female,45,Thursday,21,Bălți,Without fatalities
2024,Male,41,Monday,12,Orhei,Without fatalities
2016,Male,25,Sunday,10,Ungheni,Without fatalities
2018,Male,76,Monday,10,Soroca,Without fatalities
2019,Female,60,Thursday,18,Hîncești,Without fatalities
2018,Male,42,Sunday,6,Bălți,Without fatalities
2019,Male,63,Monday,16,Cahul,Without fatalities
2023,Female,58,Sunday,4,Chișinău,Without fatalities
2016,Male,41,Sunday,5,Bălți,With fatalities
2020,Female,44,Tuesday,17,Chișinău,Without fatalities
2022,Female,62,Tuesday,17,Hîncești,Without fatalities
2015,Male,25,Sunday,8,Cahul,Without fatalities
2015,Male,65,Monday,17,Cahul,Without fatalities
2021,Male,36,Wednesday,18,Comrat,Without fatalities
2024,Female,62,Monday,16,Chișinău,Without fatalities
2021,Male,39,Wednesday,8,Hîncești,Without fatalities
2020,Male,45,Monday,0,Comrat,Without fatalities
2014,Male,39,Saturday,19,Hîncești,With fatalities
2023,Female,32,Friday,22,Edineț,Without fatalities
2017,Female,35,Tuesday,17,Soroca,Without fatalities
2023,Female,60,Monday,23,Cahul,Without fatalities
2020,Male,18,Tuesday,12,Hîncești,Without fatalities
2015,Male,21,Thursday,7,Soroca,Without fatalities
2019,Female,29,Friday,13,Hîncești,With fatalities
2022,Male,23,Wednesday,2,Cahul,Without fatalities
2023,Male,62,Thursday,3,Orhei,Without fatalities
2022,Female,58,Friday,10,Bălți,With fatalities
2023,Female,48,Thursday,6,Cahul,Without fatalities
2018,Female,30,Tuesday,20,Bălți,Without fatalities
2024,Male,60,Saturday,4,Bălți,Without fatalities
2018,Male,18,Friday,1,Soroca,Without fatalities
2017,Male,72,Thursday,5,Ungheni,Without fatalities
2018,Female,29,Wednesday,19,Ungheni,Without fatalities
2024,Female,36,Friday,4,Edineț,Without fatalities
2015,Male,33,Friday,14,Orhei,Without fatalities
2023,Female,23,Thursday,10,Bălți,Without fatalities
2016,Female,68,Saturday,4,Chișinău,With fatalities
2023,Male,51,Sunday,17,Soroca,With fatalities
2019,Female,58,Sunday,7,Comrat,Without fatalities
2023,Male,21,Sunday,10,Soroca,Without fatalities
2015,Female,42,Sunday,16,Ungheni,Without fatalities
2020,Male,47,Monday,13,Soroca,With fatalities
2021,Female,44,Wednesday,1,Edineț,Without fatalities
2014,Male,22,Wednesday,6,Soroca,Without fatalities
2018,Female,56,Sunday,22,Hîncești,Without fatalities
2017,Female,41,Thursday,17,Comrat,Without fatalities
2021,Female,25,Saturday,0,Bălți,Without fatalities
2017,Female,18,Tuesday,14,Hîncești,Without fatalities
2024,Female,49,Tuesday,0,Bălți,Without fatalities
2024,Male,76,Sunday,16,Orhei,Without fatalities
2018,Male,24,Monday,21,Edineț,Without fatalities
2018,Male,42,Monday,6,Bălți,Without fatalities
2024,Female,56,Thursday,15,Orhei,Without fatalities
2019,Male,20,Saturday,1,Soroca,Without fatalities
2021,Female,32,Tuesday,14,Comrat,Without fatalities
2023,Female,27,Wednesday,21,Soroca,Without fatalities
2020,Male,54,Saturday,19,Cahul,Without fatalities
2024,Male,59,Tuesday,10,Orhei,With fatalities
2022,Female,42,Saturday,23,Comrat,Without fatalities
2022,Female,27,Thursday,23,Chișinău,Without fatalities
2022,Male,33,Tuesday,1,Edineț,Without fatalities
2016,Male,30,Friday,10,Edineț,Without fatalities
2023,Female,25,Sunday,20,Ungheni,Without fatalities
2022,Female,38,Thursday,15,Edineț,With fatalities
2015,Male,48,Friday,1,Cahul,Without fatalities
2024,Female,47,Saturday,18,Soroca,Without fatalities
2023,Female,39,Thursday,15,Cahul,Without fatalities
2019,Male,40,Wednesday,7,Bălți,Without fatalities
2019,Male,38,Thursday,20,Soroca,Without fatalities
2021,Female,20,Thursday,19,Edineț,Without fatalities
2014,Female,42,Sunday,4,Hîncești,Without fatalities
2023,Male,31,Thursday,7,Soroca,Without fatalities
2024,Female,19,Thursday,13,Cahul,Without fatalities
2021,Male,45,Monday,13,Cahul,With fatalities
2021,Female,30,Friday,22,Edineț,Without fatalities
2023,Male,43,Thursday,21,Cahul,Without fatalities
2019,Female,52,Thursday,17,Hîncești,Without fatalities
2021,Female,25,Saturday,4,Chișinău,Without fatalities
2016,Female,41,Monday,9,Chișinău,Without fatalities
2023,Male,18,Tuesday,14,Soroca,Without fatalities
2023,Male,62,Saturday,12,Ungheni,Without fatalities
2015,Male,19,Saturday,8,Cahul,Without fatalities
2024,Female,32,Sunday,8,Chișinău,Without fatalities
2020,Female,60,Sunday,18,Comrat,Without fatalities
2024,Male,36,Monday,8,Chișinău,Without fatalities
2024,Male,22,Monday,4,Orhei,Without fatalities
2023,Female,50,Sunday,5,Bălți,Without fatalities
2023,Female,50,Monday,22,Ungheni,Without fatalities
2019,Female,30,Saturday,9,Edineț,Without fatalities
2020,Female,32,Saturday,9,Cahul,Without fatalities
2018,Male,33,Sunday,5,Hîncești,Without fatalities
2020,Male,36,Thursday,20,Soroca,Without fatalities
2022,Female,18,Monday,0,Orhei,Without fatalities
2024,Female,37,Monday,19,Bălți,Without fatalities
2022,Female,66,Sunday,12,Chișinău,Without fatalities
2023,Male,26,Saturday,7,Soroca,Without fatalities
2017,Male,31,Saturday,23,Chișinău,Without fatalities
2024,Female,22,Monday,12,Ungheni,Without fatalities
2022,Female,49,Thursday,5,Edineț,Without fatalities
2023,Female,58,Wednesday,18,Bălți,Without fatalities
2024,Female,57,Wednesday,11,Orhei,Without fatalities
2024,Female,21,Tuesday,14,Soroca,Without fatalities
2021,Female,47,Thursday,7,Chișinău,With fatalities
2024,Male,61,Saturday,22,Edineț,Without fatalities
2022,Male,47,Monday,10,Soroca,Without fatalities
2023,Male,47,Sunday,8,Hîncești,Without fatalities
2022,Female,32,Monday,18,Bălți,Without fatalities
2019,Female,43,Monday,10,Orhei,Without fatalities
2020,Female,58,Wednesday,5,Comrat,With fatalities
2022,Male,44,Sunday,14,Chișinău,Without fatalities
2024,Female,21,Saturday,16,Ungheni,Without fatalities
2021,Male,33,Sunday,11,Bălți,Without fatalities
2022,Female,58,Monday,23,Comrat,With fatalities
2020,Female,44,Monday,1,Cahul,Without fatalities
2014,Female,41,Wednesday,20,Hîncești,Without fatalities
2022,Male,31,Monday,21,Edineț,Without fatalities
2022,Male,57,Sunday,3,Comrat,Without fatalities
2024,Male,64,Tuesday,2,Edineț,Without fatalities
2021,Female,58,Saturday,1,Chișinău,Without fatalities
2021,Male,61,Sunday,18,Orhei,Without fatalities
2019,Female,34,Friday,4,Comrat,Without fatalities
2016,Female,32,Sunday,16,Comrat,Without fatalities
2023,Male,37,Sunday,15,Hîncești,Without fatalities
2023,Male,40,Tuesday,15,Comrat,Without fatalities
2024,Female,61,Thursday,11,Comrat,Without fatalities
2020,Female,57,Sunday,3,Orhei,Without fatalities
2023,Female,48,Tuesday,16,Cahul,Without fatalities
2019,Female,18,Tuesday,18,Orhei,Without fatalities
2019,Male,18,Sunday,1,Hîncești,Without fatalities
2024,Male,43,Sunday,4,Cahul,Without fatalities
2023,Male,53,Wednesday,0,Cahul,With fatalities
2019,Female,38,Thursday,13,Comrat,Without fatalities
2021,Female,68,Sunday,22,Comrat,With fatalities
2022,Female,23,Saturday,8,Soroca,Without fatalities
2014,Male,21,Sunday,16,Edineț,Without fatalities
2024,Female,30,Saturday,11,Edineț,Without fatalities
2016,Female,29,Tuesday,23,Bălți,Without fatalities
2023,Male,47,Friday,23,Orhei,Without fatalities
2024,Male,33,Tuesday,22,Soroca,With fatalities
2023,Female,18,Monday,19,Ungheni,Without fatalities
2024,Male,53,Wednesday,11,Comrat,Without fatalities
2014,Female,18,Monday,14,Ungheni,Without fatalities
2020,Male,23,Thursday,15,Soroca,Without fatalities
2021,Female,18,Thursday,22,Edineț,Without fatalities
2023,Male,43,Wednesday,17,Soroca,Without fatalities
2022,Male,42,Tuesday,21,Hîncești,Without fatalities
2023,Male,68,Thursday,13,Bălți,Without fatalities
2017,Male,53,Friday,11,Bălți,Without fatalities
2023,Female,61,Sunday,10,Hîncești,Without fatalities
2023,Female,44,Wednesday,14,Bălți,Without fatalities
2023,Male,25,Monday,20,Cahul,Without fatalities
2023,Female,41,Friday,20,Orhei,Without fatalities
2018,Male,48,Sunday,7,Ungheni,Without fatalities
2017,Male,50,Sunday,16,Edineț,With fatalities
2024,Female,32,Saturday,7,Edineț,With fatalities
2024,Female,47,Wednesday,3,Bălți,Without fatalities
2021,Female,26,Friday,9,Bălți,Without fatalities
2021,Female,24,Sunday,5,Cahul,With fatalities
2023,Female,23,Wednesday,5,Bălți,Without fatalities
2021,Female,40,Monday,16,Soroca,Without fatalities
2019,Female,22,Tuesday,7,Chișinău,Without fatalities
2018,Male,33,Wednesday,12,Comrat,Without fatalities
2014,Female,53,Thursday,14,Edineț,Without fatalities
2022,Male,24,Monday,3,Ungheni,Without fatalities
2017,Female,32,Monday,14,Comrat,Without fatalities
2024,Female,41,Friday,22,Hîncești,Without fatalities
2024,Male,43,Thursday,13,Comrat,Without fatalities
